,Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NRxLev16,NQual16,NTech17,NCell17,NRxLev17,NQual17
562,2024.10.29_07.23.39,18.017209,59.300495,62,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,159067,46,60,60,3,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,5,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,95,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-88.0,-16.0,4G,26.0,6300.0,-79.0,-12.0,4G,46.0,,-89.0,-11.0,4G,47.0,,-97.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2024.10.29_07.23.40,18.016624,59.300373,64,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,159067,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,5,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,95,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-88.0,-16.0,4G,26.0,6300.0,-79.0,-12.0,4G,46.0,,-89.0,-11.0,4G,47.0,,-97.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,2024.10.29_07.23.40,18.016624,59.300373,64,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,163349,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,6,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,96,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-88.0,-16.0,4G,26.0,6300.0,-79.0,-12.0,4G,46.0,,-89.0,-11.0,4G,47.0,,-97.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,2024.10.29_07.23.41,18.016328,59.300315,65,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,163349,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,6,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,96,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-88.0,-16.0,4G,26.0,6300.0,-79.0,-12.0,4G,46.0,,-89.0,-11.0,4G,47.0,,-97.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2024.10.29_07.23.41,18.016328,59.300315,65,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,168560,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,7,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,97,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-82.0,-15.0,4G,16.0,3150.0,-99.0,-17.0,4G,26.0,6300.0,-76.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-88.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2024.10.29_07.23.42,18.016031,59.300257,63,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,168560,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,7,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,97,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-82.0,-15.0,4G,16.0,3150.0,-99.0,-17.0,4G,26.0,6300.0,-76.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-88.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2024.10.29_07.23.42,18.016031,59.300257,63,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,153834,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,8,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,98,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-82.0,-15.0,4G,16.0,3150.0,-99.0,-17.0,4G,26.0,6300.0,-76.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-88.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2024.10.29_07.23.43,18.015746,59.300199,61,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,153834,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,8,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-80.0,-9.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,98,4G,100745-21,5.0,23.0,1300.0,-80.0,-9.0,4G,16.0,1300.0,-82.0,-15.0,4G,16.0,3150.0,-99.0,-17.0,4G,26.0,6300.0,-76.0,-13.0,4G,46.0,,-87.0,-10.0,4G,47.0,,-88.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2024.10.29_07.23.43,18.015746,59.300199,61,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,160177,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,9,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-70.0,-8.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,99,4G,100745-21,5.0,23.0,1300.0,-70.0,-8.0,4G,16.0,3150.0,-94.0,-16.0,4G,16.0,1471.0,-87.0,-20.0,4G,26.0,6300.0,-72.0,-14.0,4G,46.0,,-82.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2024.10.29_07.23.44,18.015476,59.300143,58,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,160177,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,9,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-70.0,-8.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,99,4G,100745-21,5.0,23.0,1300.0,-70.0,-8.0,4G,16.0,3150.0,-94.0,-16.0,4G,16.0,1471.0,-87.0,-20.0,4G,26.0,6300.0,-72.0,-14.0,4G,46.0,,-82.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2024.10.29_07.23.44,18.015476,59.300143,58,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,165162,46,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,10,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-70.0,-8.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,100,4G,100745-21,5.0,23.0,1300.0,-70.0,-8.0,4G,16.0,3150.0,-94.0,-16.0,4G,16.0,1471.0,-87.0,-20.0,4G,26.0,6300.0,-72.0,-14.0,4G,46.0,,-82.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2024.10.29_07.23.45,18.015217,59.300093,56,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,165162,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,10,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-70.0,-8.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,100,4G,100745-21,5.0,23.0,1300.0,-70.0,-8.0,4G,16.0,3150.0,-94.0,-16.0,4G,16.0,1471.0,-87.0,-20.0,4G,26.0,6300.0,-72.0,-14.0,4G,46.0,,-82.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2024.10.29_07.23.45,18.015217,59.300093,56,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,160404,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,11,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-69.0,-10.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,101,4G,100745-21,5.0,23.0,1300.0,-69.0,-10.0,4G,16.0,1300.0,-77.0,-18.0,4G,366.0,1300.0,-79.0,2147483647.0,4G,213.0,1300.0,-79.0,2147483647.0,4G,16.0,3150.0,-93.0,-18.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2024.10.29_07.23.46,18.014966,59.300043,54,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,160404,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,11,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-69.0,-10.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,101,4G,100745-21,5.0,23.0,1300.0,-69.0,-10.0,4G,16.0,1300.0,-77.0,-18.0,4G,366.0,1300.0,-79.0,2147483647.0,4G,213.0,1300.0,-79.0,2147483647.0,4G,16.0,3150.0,-93.0,-18.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2024.10.29_07.23.46,18.014966,59.300043,54,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,157323,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,12,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-69.0,-10.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,102,4G,100745-21,5.0,23.0,1300.0,-69.0,-10.0,4G,16.0,1300.0,-77.0,-18.0,4G,366.0,1300.0,-79.0,2147483647.0,4G,213.0,1300.0,-79.0,2147483647.0,4G,16.0,3150.0,-93.0,-18.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,2024.10.29_07.23.47,18.014719,59.299993,54,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,157323,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,12,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-69.0,-10.0,1.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,102,4G,100745-21,5.0,23.0,1300.0,-69.0,-10.0,4G,16.0,1300.0,-77.0,-18.0,4G,366.0,1300.0,-79.0,2147483647.0,4G,213.0,1300.0,-79.0,2147483647.0,4G,16.0,3150.0,-93.0,-18.0,4G,26.0,6300.0,-73.0,-13.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2024.10.29_07.23.47,18.014719,59.299993,54,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,148034,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,13,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-77.0,-13.0,15.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,103,4G,100745-21,5.0,23.0,1300.0,-77.0,-13.0,4G,16.0,1300.0,-78.0,-14.0,4G,16.0,3150.0,-92.0,-17.0,4G,16.0,1471.0,-79.0,-14.0,4G,26.0,6300.0,-74.0,-11.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2024.10.29_07.23.48,18.014467,59.299942,55,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,148034,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,13,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-77.0,-13.0,15.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,103,4G,100745-21,5.0,23.0,1300.0,-77.0,-13.0,4G,16.0,1300.0,-78.0,-14.0,4G,16.0,3150.0,-92.0,-17.0,4G,16.0,1471.0,-79.0,-14.0,4G,26.0,6300.0,-74.0,-11.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2024.10.29_07.23.48,18.014467,59.299942,55,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,156666,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,PERIODIC,,14,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-77.0,-13.0,15.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,104,4G,100745-21,5.0,23.0,1300.0,-77.0,-13.0,4G,16.0,1300.0,-78.0,-14.0,4G,16.0,3150.0,-92.0,-17.0,4G,16.0,1471.0,-79.0,-14.0,4G,26.0,6300.0,-74.0,-11.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2024.10.29_07.23.49,18.014212,59.299892,56,Telia,24001,240010000000021,100745,21,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,156666,46,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,1.0,,,14,15,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100745.0,21.0,-77.0,-13.0,15.0,0.0,20,True,23.0,1300.0,L3,1000,94,False,False,0,0,104,4G,100745-21,5.0,23.0,1300.0,-77.0,-13.0,4G,16.0,1300.0,-78.0,-14.0,4G,16.0,3150.0,-92.0,-17.0,4G,16.0,1471.0,-79.0,-14.0,4G,26.0,6300.0,-74.0,-11.0,4G,46.0,,-79.0,-10.0,4G,47.0,,-87.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
